defect_id,product_line,production_date,defect_type,defect_count,total_produced,defect_rate,severity,root_cause,created_date
247,Precision Bearings,2024-06-03,Missing Component,34,743,0.0458,Minor,Tool wear,2024-06-03 00:00:00
248,Engine Mounts,2024-06-04,Porosity,24,521,0.0461,Critical,Operator error,2024-06-04 00:00:00
249,Composite Panels,2024-06-07,Missing Component,5,561,0.0089,Critical,Environmental factors,2024-06-07 00:00:00
250,Turbine Blades,2024-06-07,Dimensional Out-of-Spec,0,573,0.0,Minor,Machine calibration,2024-06-07 00:00:00
251,Composite Panels,2024-06-08,Weld Defect,12,451,0.0266,Major,Tool wear,2024-06-08 00:00:00
252,Turbine Blades,2024-06-08,Material Contamination,3,356,0.0084,Major,Machine calibration,2024-06-08 00:00:00
253,Engine Mounts,2024-06-08,Dimensional Out-of-Spec,14,596,0.0235,Critical,Environmental factors,2024-06-08 00:00:00
254,Engine Mounts,2024-06-09,Missing Component,7,243,0.0288,Critical,Material variance,2024-06-09 00:00:00
255,Precision Bearings,2024-06-12,Coating Failure,8,227,0.0352,Critical,Tool wear,2024-06-12 00:00:00
256,Hydraulic Actuators,2024-06-14,Material Contamination,11,551,0.02,Critical,Machine calibration,2024-06-14 00:00:00
257,Turbine Blades,2024-06-14,Weld Defect,34,791,0.043,Major,Machine calibration,2024-06-14 00:00:00
258,Precision Bearings,2024-06-17,Thread Damage,1,554,0.0018,Critical,Tool wear,2024-06-17 00:00:00
259,Composite Panels,2024-06-17,Weld Defect,12,885,0.0136,Major,Material variance,2024-06-17 00:00:00
260,Control Valves,2024-06-17,Coating Failure,0,193,0.0,Critical,Tool wear,2024-06-17 00:00:00
261,Control Valves,2024-06-18,Weld Defect,4,796,0.005,Critical,Machine calibration,2024-06-18 00:00:00
262,Hydraulic Actuators,2024-06-18,Surface Scratch,10,841,0.0119,Major,Environmental factors,2024-06-18 00:00:00
263,Sensor Assemblies,2024-06-20,Thread Damage,12,675,0.0178,Critical,Environmental factors,2024-06-20 00:00:00
264,Composite Panels,2024-06-20,Weld Defect,3,538,0.0056,Critical,Tool wear,2024-06-20 00:00:00
265,Sensor Assemblies,2024-06-21,Coating Failure,0,277,0.0,Minor,Operator error,2024-06-21 00:00:00
266,Turbine Blades,2024-06-21,Stress Crack,6,498,0.012,Critical,Tool wear,2024-06-21 00:00:00
267,Sensor Assemblies,2024-06-22,Weld Defect,1,144,0.0069,Major,Operator error,2024-06-22 00:00:00
268,Engine Mounts,2024-06-22,Thread Damage,8,204,0.0392,Critical,Operator error,2024-06-22 00:00:00
269,Composite Panels,2024-06-24,Incorrect Assembly,8,794,0.0101,Critical,Machine calibration,2024-06-24 00:00:00
270,Sensor Assemblies,2024-06-24,Stress Crack,42,971,0.0433,Critical,Operator error,2024-06-24 00:00:00
271,Composite Panels,2024-06-26,Porosity,14,623,0.0225,Minor,Machine calibration,2024-06-26 00:00:00
272,Turbine Blades,2024-06-26,Thread Damage,0,338,0.0,Critical,Operator error,2024-06-26 00:00:00
273,Control Valves,2024-06-26,Weld Defect,27,855,0.0316,Minor,Tool wear,2024-06-26 00:00:00
274,Sensor Assemblies,2024-06-28,Weld Defect,9,610,0.0148,Critical,Process deviation,2024-06-28 00:00:00
275,Turbine Blades,2024-06-29,Incorrect Assembly,14,343,0.0408,Critical,Operator error,2024-06-29 00:00:00
276,Turbine Blades,2024-06-30,Missing Component,26,633,0.0411,Critical,Material variance,2024-06-30 00:00:00
277,Sensor Assemblies,2024-06-30,Weld Defect,7,450,0.0156,Minor,Tool wear,2024-06-30 00:00:00
278,Control Valves,2024-07-01,Porosity,24,722,0.0332,Major,Material variance,2024-07-01 00:00:00
279,Turbine Blades,2024-07-02,Dimensional Out-of-Spec,7,166,0.0422,Critical,Tool wear,2024-07-02 00:00:00
280,Hydraulic Actuators,2024-07-02,Dimensional Out-of-Spec,4,309,0.0129,Critical,Environmental factors,2024-07-02 00:00:00
281,Control Valves,2024-07-02,Dimensional Out-of-Spec,16,341,0.0469,Major,Machine calibration,2024-07-02 00:00:00
282,Precision Bearings,2024-07-03,Weld Defect,11,268,0.041,Critical,Process deviation,2024-07-03 00:00:00
283,Hydraulic Actuators,2024-07-03,Missing Component,15,720,0.0208,Major,Environmental factors,2024-07-03 00:00:00
284,Engine Mounts,2024-07-03,Missing Component,12,750,0.016,Major,Tool wear,2024-07-03 00:00:00
285,Composite Panels,2024-07-04,Stress Crack,5,486,0.0103,Major,Process deviation,2024-07-04 00:00:00
286,Composite Panels,2024-07-04,Stress Crack,9,878,0.0103,Critical,Process deviation,2024-07-04 00:00:00
287,Landing Gear,2024-07-05,Thread Damage,19,877,0.0217,Minor,Material variance,2024-07-05 00:00:00
288,Hydraulic Actuators,2024-07-05,Stress Crack,12,363,0.0331,Major,Process deviation,2024-07-05 00:00:00
289,Precision Bearings,2024-07-05,Thread Damage,17,484,0.0351,Major,Tool wear,2024-07-05 00:00:00
290,Hydraulic Actuators,2024-07-06,Weld Defect,30,832,0.0361,Critical,Material variance,2024-07-06 00:00:00
291,Turbine Blades,2024-07-06,Incorrect Assembly,4,113,0.0354,Major,Process deviation,2024-07-06 00:00:00
292,Composite Panels,2024-07-07,Coating Failure,23,860,0.0267,Major,Operator error,2024-07-07 00:00:00
293,Landing Gear,2024-07-07,Dimensional Out-of-Spec,1,518,0.0019,Major,Environmental factors,2024-07-07 00:00:00
294,Hydraulic Actuators,2024-07-07,Coating Failure,12,298,0.0403,Major,Machine calibration,2024-07-07 00:00:00
295,Engine Mounts,2024-07-08,Surface Scratch,23,750,0.0307,Minor,Process deviation,2024-07-08 00:00:00
296,Composite Panels,2024-07-08,Weld Defect,15,853,0.0176,Major,Tool wear,2024-07-08 00:00:00
297,Turbine Blades,2024-07-09,Missing Component,9,814,0.0111,Minor,Process deviation,2024-07-09 00:00:00
298,Hydraulic Actuators,2024-07-09,Thread Damage,7,360,0.0194,Minor,Machine calibration,2024-07-09 00:00:00
299,Turbine Blades,2024-07-10,Coating Failure,1,219,0.0046,Major,Machine calibration,2024-07-10 00:00:00
300,Composite Panels,2024-07-12,Coating Failure,13,269,0.0483,Major,Machine calibration,2024-07-12 00:00:00
301,Composite Panels,2024-07-13,Coating Failure,19,700,0.0271,Minor,Tool wear,2024-07-13 00:00:00
302,Landing Gear,2024-07-13,Incorrect Assembly,36,751,0.0479,Critical,Operator error,2024-07-13 00:00:00
303,Composite Panels,2024-07-14,Surface Scratch,19,815,0.0233,Critical,Process deviation,2024-07-14 00:00:00
304,Composite Panels,2024-07-18,Coating Failure,18,770,0.0234,Critical,Material variance,2024-07-18 00:00:00
305,Sensor Assemblies,2024-07-18,Material Contamination,11,290,0.0379,Critical,Process deviation,2024-07-18 00:00:00
306,Hydraulic Actuators,2024-07-18,Dimensional Out-of-Spec,30,614,0.0489,Major,Environmental factors,2024-07-18 00:00:00
307,Hydraulic Actuators,2024-07-19,Material Contamination,1,305,0.0033,Critical,Operator error,2024-07-19 00:00:00
308,Engine Mounts,2024-07-20,Material Contamination,6,741,0.0081,Critical,Operator error,2024-07-20 00:00:00
309,Landing Gear,2024-07-20,Missing Component,3,486,0.0062,Critical,Operator error,2024-07-20 00:00:00
310,Turbine Blades,2024-07-20,Stress Crack,15,699,0.0215,Major,Machine calibration,2024-07-20 00:00:00
311,Turbine Blades,2024-07-24,Surface Scratch,37,781,0.0474,Critical,Material variance,2024-07-24 00:00:00
312,Turbine Blades,2024-07-24,Porosity,19,484,0.0393,Major,Process deviation,2024-07-24 00:00:00
313,Sensor Assemblies,2024-07-25,Incorrect Assembly,27,718,0.0376,Major,Machine calibration,2024-07-25 00:00:00
314,Sensor Assemblies,2024-07-25,Incorrect Assembly,7,422,0.0166,Minor,Process deviation,2024-07-25 00:00:00
315,Composite Panels,2024-07-25,Incorrect Assembly,3,725,0.0041,Major,Tool wear,2024-07-25 00:00:00
316,Composite Panels,2024-07-27,Surface Scratch,8,842,0.0095,Minor,Tool wear,2024-07-27 00:00:00
317,Precision Bearings,2024-07-27,Incorrect Assembly,15,816,0.0184,Major,Environmental factors,2024-07-27 00:00:00
318,Engine Mounts,2024-07-27,Weld Defect,26,627,0.0415,Critical,Machine calibration,2024-07-27 00:00:00
319,Turbine Blades,2024-07-28,Surface Scratch,23,748,0.0307,Minor,Operator error,2024-07-28 00:00:00
320,Engine Mounts,2024-07-28,Coating Failure,15,339,0.0442,Minor,Environmental factors,2024-07-28 00:00:00
321,Composite Panels,2024-07-30,Dimensional Out-of-Spec,21,587,0.0358,Minor,Process deviation,2024-07-30 00:00:00
322,Precision Bearings,2024-07-30,Material Contamination,12,721,0.0166,Minor,Environmental factors,2024-07-30 00:00:00
323,Engine Mounts,2024-08-01,Missing Component,5,915,0.0055,Minor,Environmental factors,2024-08-01 00:00:00
324,Hydraulic Actuators,2024-08-02,Stress Crack,3,556,0.0054,Minor,Environmental factors,2024-08-02 00:00:00
325,Control Valves,2024-08-02,Material Contamination,6,349,0.0172,Minor,Machine calibration,2024-08-02 00:00:00
326,Landing Gear,2024-08-02,Surface Scratch,6,208,0.0288,Critical,Operator error,2024-08-02 00:00:00
327,Precision Bearings,2024-08-03,Stress Crack,8,325,0.0246,Minor,Tool wear,2024-08-03 00:00:00
328,Hydraulic Actuators,2024-08-03,Dimensional Out-of-Spec,31,647,0.0479,Minor,Operator error,2024-08-03 00:00:00
329,Control Valves,2024-08-03,Incorrect Assembly,4,689,0.0058,Major,Machine calibration,2024-08-03 00:00:00
330,Composite Panels,2024-08-04,Weld Defect,14,927,0.0151,Major,Tool wear,2024-08-04 00:00:00
331,Precision Bearings,2024-08-04,Dimensional Out-of-Spec,1,189,0.0053,Major,Machine calibration,2024-08-04 00:00:00
332,Control Valves,2024-08-04,Thread Damage,7,862,0.0081,Major,Material variance,2024-08-04 00:00:00
333,Composite Panels,2024-08-05,Missing Component,0,690,0.0,Critical,Environmental factors,2024-08-05 00:00:00
334,Control Valves,2024-08-05,Coating Failure,24,967,0.0248,Major,Operator error,2024-08-05 00:00:00
335,Control Valves,2024-08-06,Surface Scratch,6,209,0.0287,Minor,Process deviation,2024-08-06 00:00:00
336,Hydraulic Actuators,2024-08-07,Weld Defect,18,935,0.0193,Major,Machine calibration,2024-08-07 00:00:00
337,Engine Mounts,2024-08-07,Missing Component,9,250,0.036,Critical,Machine calibration,2024-08-07 00:00:00
338,Precision Bearings,2024-08-09,Dimensional Out-of-Spec,22,614,0.0358,Major,Machine calibration,2024-08-09 00:00:00
339,Engine Mounts,2024-08-09,Stress Crack,13,746,0.0174,Major,Machine calibration,2024-08-09 00:00:00
340,Turbine Blades,2024-08-10,Material Contamination,21,929,0.0226,Minor,Material variance,2024-08-10 00:00:00
341,Control Valves,2024-08-10,Material Contamination,3,817,0.0037,Major,Machine calibration,2024-08-10 00:00:00
342,Composite Panels,2024-08-10,Surface Scratch,5,406,0.0123,Minor,Process deviation,2024-08-10 00:00:00
343,Composite Panels,2024-08-11,Incorrect Assembly,30,794,0.0378,Major,Process deviation,2024-08-11 00:00:00
344,Landing Gear,2024-08-11,Missing Component,18,640,0.0281,Minor,Material variance,2024-08-11 00:00:00
345,Landing Gear,2024-08-12,Thread Damage,5,234,0.0214,Critical,Machine calibration,2024-08-12 00:00:00
346,Precision Bearings,2024-08-12,Material Contamination,20,568,0.0352,Minor,Material variance,2024-08-12 00:00:00
347,Engine Mounts,2024-08-12,Missing Component,30,812,0.0369,Critical,Material variance,2024-08-12 00:00:00
348,Control Valves,2024-08-13,Surface Scratch,41,852,0.0481,Major,Machine calibration,2024-08-13 00:00:00
349,Composite Panels,2024-08-15,Material Contamination,21,537,0.0391,Critical,Tool wear,2024-08-15 00:00:00
350,Engine Mounts,2024-08-16,Dimensional Out-of-Spec,0,283,0.0,Minor,Machine calibration,2024-08-16 00:00:00
351,Sensor Assemblies,2024-08-16,Material Contamination,27,707,0.0382,Minor,Machine calibration,2024-08-16 00:00:00
352,Control Valves,2024-08-17,Weld Defect,0,134,0.0,Major,Process deviation,2024-08-17 00:00:00
353,Precision Bearings,2024-08-17,Material Contamination,38,804,0.0473,Minor,Machine calibration,2024-08-17 00:00:00
354,Composite Panels,2024-08-17,Dimensional Out-of-Spec,44,894,0.0492,Major,Machine calibration,2024-08-17 00:00:00
355,Precision Bearings,2024-08-18,Incorrect Assembly,28,747,0.0375,Critical,Tool wear,2024-08-18 00:00:00
356,Landing Gear,2024-08-18,Stress Crack,1,184,0.0054,Minor,Machine calibration,2024-08-18 00:00:00
357,Control Valves,2024-08-18,Thread Damage,4,123,0.0325,Minor,Process deviation,2024-08-18 00:00:00
358,Landing Gear,2024-08-19,Material Contamination,37,913,0.0405,Major,Process deviation,2024-08-19 00:00:00
359,Composite Panels,2024-08-19,Material Contamination,18,405,0.0444,Critical,Operator error,2024-08-19 00:00:00
360,Composite Panels,2024-08-21,Surface Scratch,44,932,0.0472,Major,Environmental factors,2024-08-21 00:00:00
361,Landing Gear,2024-08-22,Weld Defect,7,631,0.0111,Minor,Tool wear,2024-08-22 00:00:00
362,Hydraulic Actuators,2024-08-22,Material Contamination,38,982,0.0387,Critical,Environmental factors,2024-08-22 00:00:00
363,Engine Mounts,2024-08-22,Dimensional Out-of-Spec,20,919,0.0218,Critical,Material variance,2024-08-22 00:00:00
364,Hydraulic Actuators,2024-08-23,Missing Component,8,189,0.0423,Critical,Tool wear,2024-08-23 00:00:00
365,Sensor Assemblies,2024-08-25,Coating Failure,10,657,0.0152,Minor,Tool wear,2024-08-25 00:00:00
366,Control Valves,2024-08-25,Porosity,1,407,0.0025,Major,Machine calibration,2024-08-25 00:00:00
367,Hydraulic Actuators,2024-08-26,Incorrect Assembly,31,690,0.0449,Minor,Operator error,2024-08-26 00:00:00
368,Control Valves,2024-08-26,Surface Scratch,6,804,0.0075,Critical,Tool wear,2024-08-26 00:00:00
369,Control Valves,2024-08-26,Weld Defect,4,245,0.0163,Critical,Environmental factors,2024-08-26 00:00:00
370,Sensor Assemblies,2024-08-27,Thread Damage,4,384,0.0104,Major,Tool wear,2024-08-27 00:00:00
371,Precision Bearings,2024-08-28,Material Contamination,20,490,0.0408,Major,Process deviation,2024-08-28 00:00:00
372,Landing Gear,2024-08-28,Material Contamination,13,360,0.0361,Minor,Material variance,2024-08-28 00:00:00
373,Control Valves,2024-08-30,Thread Damage,23,831,0.0277,Minor,Machine calibration,2024-08-30 00:00:00
374,Hydraulic Actuators,2024-08-30,Material Contamination,26,529,0.0491,Major,Process deviation,2024-08-30 00:00:00
375,Turbine Blades,2024-08-31,Dimensional Out-of-Spec,15,718,0.0209,Major,Tool wear,2024-08-31 00:00:00
376,Landing Gear,2024-08-31,Coating Failure,35,800,0.0437,Critical,Operator error,2024-08-31 00:00:00
377,Landing Gear,2024-08-31,Missing Component,10,471,0.0212,Critical,Material variance,2024-08-31 00:00:00
378,Turbine Blades,2024-09-01,Weld Defect,6,200,0.03,Major,Tool wear,2024-09-01 00:00:00
379,Landing Gear,2024-09-01,Missing Component,8,279,0.0287,Minor,Process deviation,2024-09-01 00:00:00
380,Precision Bearings,2024-09-03,Thread Damage,17,664,0.0256,Critical,Tool wear,2024-09-03 00:00:00
381,Hydraulic Actuators,2024-09-03,Material Contamination,12,425,0.0282,Major,Machine calibration,2024-09-03 00:00:00
382,Engine Mounts,2024-09-04,Missing Component,8,706,0.0113,Critical,Machine calibration,2024-09-04 00:00:00
383,Hydraulic Actuators,2024-09-04,Material Contamination,8,773,0.0103,Major,Environmental factors,2024-09-04 00:00:00
384,Precision Bearings,2024-09-04,Weld Defect,5,154,0.0325,Minor,Environmental factors,2024-09-04 00:00:00
385,Engine Mounts,2024-09-05,Incorrect Assembly,7,287,0.0244,Major,Environmental factors,2024-09-05 00:00:00
386,Precision Bearings,2024-09-05,Porosity,13,382,0.034,Minor,Material variance,2024-09-05 00:00:00
387,Precision Bearings,2024-09-05,Missing Component,5,750,0.0067,Major,Operator error,2024-09-05 00:00:00
388,Landing Gear,2024-09-09,Surface Scratch,9,269,0.0335,Critical,Machine calibration,2024-09-09 00:00:00
389,Engine Mounts,2024-09-10,Coating Failure,0,927,0.0,Minor,Environmental factors,2024-09-10 00:00:00
390,Hydraulic Actuators,2024-09-10,Porosity,15,591,0.0254,Minor,Machine calibration,2024-09-10 00:00:00
391,Turbine Blades,2024-09-12,Surface Scratch,12,731,0.0164,Minor,Process deviation,2024-09-12 00:00:00
392,Sensor Assemblies,2024-09-12,Thread Damage,16,350,0.0457,Critical,Environmental factors,2024-09-12 00:00:00
393,Engine Mounts,2024-09-12,Porosity,10,272,0.0368,Critical,Material variance,2024-09-12 00:00:00
394,Hydraulic Actuators,2024-09-14,Surface Scratch,22,626,0.0351,Major,Process deviation,2024-09-14 00:00:00
395,Composite Panels,2024-09-14,Dimensional Out-of-Spec,5,274,0.0182,Major,Machine calibration,2024-09-14 00:00:00
396,Landing Gear,2024-09-15,Stress Crack,9,397,0.0227,Major,Operator error,2024-09-15 00:00:00
397,Turbine Blades,2024-09-16,Thread Damage,40,855,0.0468,Major,Material variance,2024-09-16 00:00:00
398,Turbine Blades,2024-09-17,Thread Damage,28,574,0.0488,Major,Tool wear,2024-09-17 00:00:00
399,Sensor Assemblies,2024-09-17,Stress Crack,4,106,0.0377,Major,Operator error,2024-09-17 00:00:00
400,Landing Gear,2024-09-18,Material Contamination,2,105,0.019,Major,Operator error,2024-09-18 00:00:00
401,Turbine Blades,2024-09-18,Stress Crack,6,203,0.0296,Critical,Tool wear,2024-09-18 00:00:00
402,Composite Panels,2024-09-19,Surface Scratch,7,226,0.031,Critical,Machine calibration,2024-09-19 00:00:00
403,Control Valves,2024-09-20,Incorrect Assembly,12,581,0.0207,Major,Operator error,2024-09-20 00:00:00
404,Composite Panels,2024-09-20,Missing Component,8,286,0.028,Critical,Process deviation,2024-09-20 00:00:00
405,Hydraulic Actuators,2024-09-21,Coating Failure,5,243,0.0206,Critical,Operator error,2024-09-21 00:00:00
406,Control Valves,2024-09-21,Missing Component,3,213,0.0141,Critical,Material variance,2024-09-21 00:00:00
407,Composite Panels,2024-09-21,Incorrect Assembly,23,531,0.0433,Critical,Material variance,2024-09-21 00:00:00
408,Engine Mounts,2024-09-22,Dimensional Out-of-Spec,17,781,0.0218,Major,Process deviation,2024-09-22 00:00:00
409,Hydraulic Actuators,2024-09-23,Porosity,12,432,0.0278,Minor,Machine calibration,2024-09-23 00:00:00
410,Composite Panels,2024-09-23,Dimensional Out-of-Spec,1,234,0.0043,Critical,Material variance,2024-09-23 00:00:00
411,Hydraulic Actuators,2024-09-23,Surface Scratch,16,452,0.0354,Minor,Material variance,2024-09-23 00:00:00
412,Composite Panels,2024-09-25,Coating Failure,0,711,0.0,Major,Operator error,2024-09-25 00:00:00
413,Precision Bearings,2024-09-25,Coating Failure,2,597,0.0034,Critical,Environmental factors,2024-09-25 00:00:00
414,Hydraulic Actuators,2024-09-26,Dimensional Out-of-Spec,8,355,0.0225,Major,Machine calibration,2024-09-26 00:00:00
415,Composite Panels,2024-09-27,Dimensional Out-of-Spec,15,303,0.0495,Minor,Machine calibration,2024-09-27 00:00:00
416,Control Valves,2024-09-28,Material Contamination,37,975,0.0379,Critical,Tool wear,2024-09-28 00:00:00
417,Composite Panels,2024-09-29,Weld Defect,2,139,0.0144,Critical,Process deviation,2024-09-29 00:00:00
418,Landing Gear,2024-10-01,Coating Failure,3,985,0.003,Major,Environmental factors,2024-10-01 00:00:00
419,Control Valves,2024-10-02,Coating Failure,10,327,0.0306,Major,Tool wear,2024-10-02 00:00:00
420,Composite Panels,2024-10-02,Missing Component,3,759,0.004,Critical,Operator error,2024-10-02 00:00:00
421,Precision Bearings,2024-10-03,Coating Failure,22,459,0.0479,Critical,Operator error,2024-10-03 00:00:00
422,Turbine Blades,2024-10-03,Surface Scratch,0,286,0.0,Critical,Machine calibration,2024-10-03 00:00:00
423,Control Valves,2024-10-04,Missing Component,15,392,0.0383,Minor,Tool wear,2024-10-04 00:00:00
424,Composite Panels,2024-10-04,Stress Crack,4,289,0.0138,Major,Operator error,2024-10-04 00:00:00
425,Landing Gear,2024-10-05,Porosity,0,199,0.0,Critical,Operator error,2024-10-05 00:00:00
426,Sensor Assemblies,2024-10-05,Thread Damage,23,859,0.0268,Minor,Environmental factors,2024-10-05 00:00:00
427,Control Valves,2024-10-06,Weld Defect,17,765,0.0222,Minor,Process deviation,2024-10-06 00:00:00
428,Landing Gear,2024-10-06,Thread Damage,2,208,0.0096,Critical,Tool wear,2024-10-06 00:00:00
429,Control Valves,2024-10-07,Dimensional Out-of-Spec,28,821,0.0341,Critical,Environmental factors,2024-10-07 00:00:00
430,Precision Bearings,2024-10-08,Weld Defect,30,842,0.0356,Minor,Machine calibration,2024-10-08 00:00:00
431,Hydraulic Actuators,2024-10-08,Weld Defect,2,144,0.0139,Major,Environmental factors,2024-10-08 00:00:00
432,Sensor Assemblies,2024-10-09,Dimensional Out-of-Spec,14,474,0.0295,Major,Tool wear,2024-10-09 00:00:00
433,Engine Mounts,2024-10-09,Porosity,16,529,0.0302,Critical,Material variance,2024-10-09 00:00:00
434,Hydraulic Actuators,2024-10-10,Thread Damage,1,396,0.0025,Critical,Machine calibration,2024-10-10 00:00:00
435,Control Valves,2024-10-10,Stress Crack,25,858,0.0291,Minor,Environmental factors,2024-10-10 00:00:00
436,Engine Mounts,2024-10-12,Coating Failure,32,868,0.0369,Minor,Process deviation,2024-10-12 00:00:00
437,Precision Bearings,2024-10-13,Surface Scratch,5,311,0.0161,Critical,Environmental factors,2024-10-13 00:00:00
438,Control Valves,2024-10-13,Porosity,0,706,0.0,Major,Environmental factors,2024-10-13 00:00:00
439,Precision Bearings,2024-10-13,Missing Component,7,410,0.0171,Minor,Operator error,2024-10-13 00:00:00
440,Control Valves,2024-10-15,Missing Component,3,146,0.0205,Critical,Machine calibration,2024-10-15 00:00:00
441,Precision Bearings,2024-10-16,Surface Scratch,4,236,0.0169,Minor,Material variance,2024-10-16 00:00:00
442,Landing Gear,2024-10-17,Incorrect Assembly,5,101,0.0495,Minor,Environmental factors,2024-10-17 00:00:00
443,Sensor Assemblies,2024-10-18,Missing Component,8,185,0.0432,Minor,Material variance,2024-10-18 00:00:00
444,Composite Panels,2024-10-18,Incorrect Assembly,18,726,0.0248,Critical,Machine calibration,2024-10-18 00:00:00
445,Control Valves,2024-10-20,Material Contamination,17,848,0.02,Major,Tool wear,2024-10-20 00:00:00
446,Landing Gear,2024-10-20,Missing Component,24,839,0.0286,Minor,Machine calibration,2024-10-20 00:00:00
447,Engine Mounts,2024-10-21,Missing Component,10,325,0.0308,Critical,Environmental factors,2024-10-21 00:00:00
448,Hydraulic Actuators,2024-10-22,Coating Failure,7,556,0.0126,Major,Material variance,2024-10-22 00:00:00
449,Engine Mounts,2024-10-22,Material Contamination,7,195,0.0359,Major,Material variance,2024-10-22 00:00:00
450,Hydraulic Actuators,2024-10-22,Stress Crack,9,293,0.0307,Minor,Material variance,2024-10-22 00:00:00
451,Turbine Blades,2024-10-23,Material Contamination,5,417,0.012,Major,Machine calibration,2024-10-23 00:00:00
452,Control Valves,2024-10-23,Dimensional Out-of-Spec,2,171,0.0117,Major,Material variance,2024-10-23 00:00:00
453,Composite Panels,2024-10-24,Material Contamination,8,202,0.0396,Minor,Tool wear,2024-10-24 00:00:00
454,Landing Gear,2024-10-24,Surface Scratch,12,486,0.0247,Critical,Tool wear,2024-10-24 00:00:00
455,Turbine Blades,2024-10-24,Dimensional Out-of-Spec,3,235,0.0128,Major,Material variance,2024-10-24 00:00:00
456,Landing Gear,2024-10-28,Stress Crack,4,307,0.013,Minor,Process deviation,2024-10-28 00:00:00
457,Hydraulic Actuators,2024-10-28,Stress Crack,10,414,0.0242,Critical,Material variance,2024-10-28 00:00:00
458,Landing Gear,2024-10-30,Surface Scratch,6,121,0.0496,Critical,Environmental factors,2024-10-30 00:00:00
459,Precision Bearings,2024-10-30,Coating Failure,8,205,0.039,Critical,Tool wear,2024-10-30 00:00:00
460,Turbine Blades,2024-10-31,Coating Failure,13,332,0.0392,Critical,Operator error,2024-10-31 00:00:00
461,Control Valves,2024-11-01,Coating Failure,43,1000,0.043,Minor,Machine calibration,2024-11-01 00:00:00
462,Landing Gear,2024-11-01,Dimensional Out-of-Spec,5,603,0.0083,Critical,Tool wear,2024-11-01 00:00:00
463,Sensor Assemblies,2024-11-02,Dimensional Out-of-Spec,5,178,0.0281,Major,Tool wear,2024-11-02 00:00:00
464,Turbine Blades,2024-11-02,Material Contamination,9,719,0.0125,Major,Environmental factors,2024-11-02 00:00:00
465,Hydraulic Actuators,2024-11-03,Material Contamination,27,795,0.034,Minor,Machine calibration,2024-11-03 00:00:00
466,Precision Bearings,2024-11-03,Incorrect Assembly,18,739,0.0244,Critical,Operator error,2024-11-03 00:00:00
467,Sensor Assemblies,2024-11-04,Surface Scratch,2,371,0.0054,Critical,Machine calibration,2024-11-04 00:00:00
468,Hydraulic Actuators,2024-11-04,Coating Failure,4,427,0.0094,Major,Machine calibration,2024-11-04 00:00:00
469,Engine Mounts,2024-11-04,Dimensional Out-of-Spec,4,934,0.0043,Minor,Process deviation,2024-11-04 00:00:00
470,Hydraulic Actuators,2024-11-05,Material Contamination,5,192,0.026,Critical,Process deviation,2024-11-05 00:00:00
471,Sensor Assemblies,2024-11-05,Coating Failure,15,426,0.0352,Major,Machine calibration,2024-11-05 00:00:00
472,Sensor Assemblies,2024-11-06,Weld Defect,12,241,0.0498,Major,Process deviation,2024-11-06 00:00:00
473,Engine Mounts,2024-11-06,Porosity,31,651,0.0476,Minor,Material variance,2024-11-06 00:00:00
474,Composite Panels,2024-11-06,Coating Failure,9,185,0.0486,Minor,Environmental factors,2024-11-06 00:00:00
475,Landing Gear,2024-11-07,Surface Scratch,11,340,0.0324,Critical,Tool wear,2024-11-07 00:00:00
476,Engine Mounts,2024-11-08,Surface Scratch,1,236,0.0042,Major,Operator error,2024-11-08 00:00:00
477,Hydraulic Actuators,2024-11-08,Material Contamination,14,401,0.0349,Minor,Process deviation,2024-11-08 00:00:00
478,Control Valves,2024-11-09,Surface Scratch,14,947,0.0148,Minor,Material variance,2024-11-09 00:00:00
479,Composite Panels,2024-11-11,Coating Failure,1,850,0.0012,Major,Tool wear,2024-11-11 00:00:00
480,Hydraulic Actuators,2024-11-14,Incorrect Assembly,1,130,0.0077,Critical,Tool wear,2024-11-14 00:00:00
481,Control Valves,2024-11-14,Thread Damage,0,178,0.0,Major,Material variance,2024-11-14 00:00:00
482,Hydraulic Actuators,2024-11-14,Material Contamination,23,581,0.0396,Minor,Environmental factors,2024-11-14 00:00:00
483,Engine Mounts,2024-11-15,Incorrect Assembly,23,521,0.0441,Major,Machine calibration,2024-11-15 00:00:00
484,Turbine Blades,2024-11-15,Material Contamination,3,393,0.0076,Critical,Machine calibration,2024-11-15 00:00:00
485,Hydraulic Actuators,2024-11-17,Coating Failure,3,111,0.027,Minor,Process deviation,2024-11-17 00:00:00
486,Precision Bearings,2024-11-18,Coating Failure,14,826,0.0169,Critical,Operator error,2024-11-18 00:00:00
487,Landing Gear,2024-11-18,Material Contamination,24,634,0.0379,Minor,Material variance,2024-11-18 00:00:00
488,Turbine Blades,2024-11-19,Material Contamination,12,324,0.037,Minor,Environmental factors,2024-11-19 00:00:00
489,Landing Gear,2024-11-19,Stress Crack,44,936,0.047,Major,Operator error,2024-11-19 00:00:00
490,Composite Panels,2024-11-19,Material Contamination,24,947,0.0253,Critical,Operator error,2024-11-19 00:00:00
491,Control Valves,2024-11-20,Dimensional Out-of-Spec,3,376,0.008,Critical,Operator error,2024-11-20 00:00:00
492,Sensor Assemblies,2024-11-20,Missing Component,1,128,0.0078,Critical,Environmental factors,2024-11-20 00:00:00
